Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn,Subscription Plan_encoded,tenure_x_Data Usage,charge_per_usage,Age_binned
CUST0283,Sarah Ballard,Feb-25,26,Anambra,Broadband MiFi,Female,1,Poor,40,150GB FUP Monthly Unlimited,20000,6,120000,26.69,No,,5,1067.6000000000001,4333.694474539545,Very Young
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,5G Broadband Router,Female,4,Very Good,56,300GB FUP Monthly Unlimited,30000,18,540000,193.92,No,,14,10859.519999999999,2770.3673301867434,Very Young
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,600,15,9000,118.37,No,,0,6628.72,75.39582809751194,Very Young
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,4G Router,Female,4,Very Good,56,165GB Monthly Plan,35000,18,630000,104.93,No,,7,5876.08,5947.32370433305,Very Young
CUST0285,Maryam Gates,Jan-25,60,Taraba,5G Broadband Router,Male,4,Very Good,52,120GB Monthly Broadband Plan,24000,17,408000,2.61,No,,4,135.72,113019.39058171745,Mature
CUST0285,Maryam Gates,Jan-25,60,Taraba,Broadband MiFi,Male,4,Very Good,52,150GB FUP Monthly Unlimited,20000,16,320000,69.11,No,,5,3593.72,4564.256168877479,Mature
CUST0286,David George,Jan-25,17,Yobe,4G Router,Female,4,Very Good,20,10GB+10mins Monthly Plan,4500,18,81000,82.64,No,,2,1652.8,968.4361549497847,Very Young
CUST0286,David George,Jan-25,17,Yobe,Mobile SIM Card,Female,4,Very Good,20,12.5GB Monthly Plan,5500,6,33000,79.25,No,,3,1585.0,411.21495327102804,Very Young
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,5G Broadband Router,Female,2,Fair,6,450GB 3-Month Broadband Plan,75000,3,225000,38.01,No,,16,228.06,5767.751858497822,Mature
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,4G Router,Female,2,Fair,6,10GB+10mins Monthly Plan,4500,4,18000,27.76,No,,2,166.56,625.8692628650904,Mature
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,Mobile SIM Card,Female,2,Fair,6,12.5GB Monthly Plan,5500,9,49500,123.74,No,,3,742.4399999999999,396.82539682539687,Mature
CUST0288,Grace Chaney,Jan-25,40,Niger,5G Broadband Router,Male,5,Excellent,10,1.5TB Yearly Broadband Plan,150000,8,1200000,145.56,Yes,Poor Network,1,1455.6,8187.772925764192,Young
CUST0288,Grace Chaney,Jan-25,40,Niger,Broadband MiFi,Male,5,Excellent,10,30GB Monthly Broadband Plan,9000,16,144000,30.56,Yes,Poor Network,15,305.59999999999997,4562.737642585552,Young
CUST0289,Fatima Wheeler,Feb-25,59,Kogi,5G Broadband Router,Female,3,Good,51,150GB FUP Monthly Unlimited,20000,5,100000,168.79,No,,5,8608.289999999999,588.9628364450203,Mature
CUST0290,Sade Ryan,Feb-25,50,Kebbi,Mobile SIM Card,Male,2,Fair,35,3.2GB 2-Day Plan,1000,8,8000,194.93,Yes,Better Offers from Competitors,13,6822.55,40.83090899811157,Middle
CUST0290,Sade Ryan,Feb-25,50,Kebbi,Broadband MiFi,Male,2,Fair,35,60GB Monthly Broadband Plan,14500,15,217500,154.36,Yes,Better Offers from Competitors,18,5402.6,1399.9742533470649,Middle
CUST0291,Halima Mahoney,Jan-25,20,Benue,Mobile SIM Card,Female,5,Excellent,48,20GB Monthly Plan,7500,10,75000,136.45,No,,11,6549.599999999999,545.6529647144416,Very Young
CUST0292,Ese Rose,Feb-25,36,Rivers,4G Router,Male,3,Good,17,165GB Monthly Plan,35000,6,210000,65.24,Yes,Poor Network,7,1109.08,3170.289855072464,Young
CUST0292,Ese Rose,Feb-25,36,Rivers,Broadband MiFi,Male,3,Good,17,300GB FUP Monthly Unlimited,30000,13,390000,117.15,Yes,Poor Network,14,1991.5500000000002,3300.8887008040624,Young
CUST0292,Ese Rose,Feb-25,36,Rivers,5G Broadband Router,Male,3,Good,17,60GB Monthly Broadband Plan,14500,2,29000,2.28,Yes,Poor Network,18,38.76,8841.463414634147,Young
CUST0293,John Jones,Feb-25,35,Gombe,Broadband MiFi,Male,4,Very Good,16,300GB FUP Monthly Unlimited,30000,18,540000,129.09,Yes,Relocation,14,2065.44,4150.9724037205015,Young
CUST0293,John Jones,Feb-25,35,Gombe,Mobile SIM Card,Male,4,Very Good,16,3.2GB 2-Day Plan,1000,8,8000,25.6,Yes,Relocation,13,409.6,300.7518796992481,Young
CUST0294,Ese Bailey,Feb-25,60,Nasarawa,Broadband MiFi,Male,3,Good,2,60GB Monthly Broadband Plan,14500,18,261000,112.03,No,,18,224.06,2309.1214721755287,Mature
CUST0294,Ese Bailey,Feb-25,60,Nasarawa,4G Router,Male,3,Good,2,165GB Monthly Plan,35000,6,210000,38.36,No,,7,76.72,5335.365853658536,Mature
CUST0295,David Higgins,Feb-25,60,Niger,5G Broadband Router,Female,1,Poor,18,200GB Monthly Broadband Plan,25000,17,425000,91.09,No,,10,1639.6200000000001,4615.050494081876,Mature
CUST0295,David Higgins,Feb-25,60,Niger,4G Router,Female,1,Poor,18,165GB Monthly Plan,35000,1,35000,146.86,No,,7,2643.4800000000005,236.71040173136748,Mature
CUST0296,Ejiro Scott,Feb-25,46,Niger,4G Router,Male,2,Fair,43,25GB Monthly Plan,9000,11,99000,64.86,No,,12,2788.98,1503.1885818402673,Middle
CUST0296,Ejiro Scott,Feb-25,46,Niger,5G Broadband Router,Male,2,Fair,43,150GB FUP Monthly Unlimited,20000,3,60000,19.7,No,,5,847.1,2898.5507246376815,Middle
CUST0297,Bola Spencer,Jan-25,32,Enugu,Mobile SIM Card,Male,4,Very Good,13,16.5GB+10mins Monthly Plan,6500,19,123500,124.98,Yes,Poor Network,6,1624.74,980.3143356088268,Young
CUST0297,Bola Spencer,Jan-25,32,Enugu,5G Broadband Router,Male,4,Very Good,13,120GB Monthly Broadband Plan,24000,8,192000,10.29,Yes,Poor Network,4,133.76999999999998,17006.20017714792,Young
CUST0297,Bola Spencer,Jan-25,32,Enugu,4G Router,Male,4,Very Good,13,65GB Monthly Plan,16000,7,112000,3.11,Yes,Poor Network,19,40.43,27250.608272506088,Young
CUST0298,Grace Davis,Feb-25,26,Sokoto,5G Broadband Router,Male,3,Good,24,30GB Monthly Broadband Plan,9000,10,90000,146.99,No,,15,3527.76,608.149199270221,Very Young
CUST0299,Kunle Fuller,Feb-25,43,Bauchi,4G Router,Male,5,Excellent,7,10GB+10mins Monthly Plan,4500,18,81000,111.91,No,,2,783.37,717.3855282968736,Middle
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,Mobile SIM Card,Female,1,Poor,45,1.5GB 2-Day Plan,600,20,12000,107.01,Yes,Poor Customer Service,0,4815.45,111.10082399777798,Young
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,5G Broadband Router,Female,1,Poor,45,1.5TB Yearly Broadband Plan,150000,11,1650000,186.74,Yes,Poor Customer Service,1,8403.300000000001,8788.750399488654,Young
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,4G Router,Female,1,Poor,45,25GB Monthly Plan,9000,14,126000,169.05,Yes,Poor Customer Service,12,7607.250000000001,740.9585416054101,Young
CUST0301,Boma Knight,Mar-25,57,Imo,Mobile SIM Card,Male,3,Good,25,2.5GB 2-Day Plan,900,20,18000,196.6,No,,9,4915.0,91.09311740890689,Mature
CUST0301,Boma Knight,Mar-25,57,Imo,Broadband MiFi,Male,3,Good,25,30GB Monthly Broadband Plan,9000,10,90000,103.76,No,,15,2594.0,859.106529209622,Mature
CUST0302,Tunde Wallace,Mar-25,54,Osun,5G Broadband Router,Male,1,Poor,55,150GB FUP Monthly Unlimited,20000,12,240000,8.03,No,,5,441.65,26578.073089701,Middle
CUST0302,Tunde Wallace,Mar-25,54,Osun,Mobile SIM Card,Male,1,Poor,55,1.5GB 2-Day Plan,600,12,7200,28.11,No,,0,1546.05,247.33768464445208,Middle
CUST0302,Tunde Wallace,Mar-25,54,Osun,Broadband MiFi,Male,1,Poor,55,120GB Monthly Broadband Plan,24000,9,216000,50.35,No,,4,2769.25,4206.426484907497,Middle
CUST0303,Maryam Walker,Jan-25,27,Kebbi,Mobile SIM Card,Male,3,Good,47,3.2GB 2-Day Plan,1000,10,10000,119.25,No,,13,5604.75,83.16008316008316,Very Young
CUST0304,Bola Castro,Mar-25,64,Katsina,Mobile SIM Card,Male,3,Good,59,500MB Daily Plan,350,20,7000,149.66,No,,17,8829.94,46.46223284216116,Mature
CUST0304,Bola Castro,Mar-25,64,Katsina,Broadband MiFi,Male,3,Good,59,30GB Monthly Broadband Plan,9000,13,117000,126.96,No,,15,7490.639999999999,914.3482338230698,Mature
CUST0305,Sade Shepard,Feb-25,55,Bauchi,Mobile SIM Card,Male,3,Good,21,65GB Monthly Plan,16000,13,208000,134.89,No,,19,2832.6899999999996,1530.6497902715432,Mature
CUST0306,Alabo Cortez,Mar-25,80,Katsina,Mobile SIM Card,Male,4,Very Good,28,2.5GB 2-Day Plan,900,9,8100,109.86,Yes,Costly Data Plans,9,3076.08,73.06512718744362,Senior
CUST0307,Chinedu Hoffman,Feb-25,67,Zamfara,Mobile SIM Card,Female,2,Fair,50,20GB Monthly Plan,7500,7,52500,130.62,No,,11,6531.0,398.8755508281416,Mature
CUST0308,Sarah Flores,Feb-25,47,Imo,Broadband MiFi,Male,3,Good,18,60GB Monthly Broadband Plan,14500,7,101500,73.37,No,,18,1320.66,1364.7976334543498,Middle
CUST0308,Sarah Flores,Feb-25,47,Imo,Mobile SIM Card,Male,3,Good,18,7GB Monthly Plan,3500,1,3500,69.23,No,,20,1246.14,49.836252313825995,Middle
CUST0308,Sarah Flores,Feb-25,47,Imo,4G Router,Male,3,Good,18,25GB Monthly Plan,9000,12,108000,34.27,No,,12,616.86,3062.0924298270484,Middle
CUST0309,Alabo Guerra,Feb-25,34,Nasarawa,Broadband MiFi,Male,2,Fair,60,30GB Monthly Broadband Plan,9000,8,72000,148.05,No,,15,8883.0,483.0593760483059,Young
CUST0310,Obinna Ballard,Jan-25,52,Lagos,5G Broadband Router,Female,3,Good,45,60GB Monthly Broadband Plan,14500,7,101500,148.13,No,,18,6665.849999999999,680.6142291960035,Middle
CUST0311,Fatima Freeman,Jan-25,49,Taraba,Broadband MiFi,Male,4,Very Good,45,30GB Monthly Broadband Plan,9000,20,180000,57.16,No,,15,2572.2,3094.910591471802,Middle
CUST0311,Fatima Freeman,Jan-25,49,Taraba,4G Router,Male,4,Very Good,45,25GB Monthly Plan,9000,1,9000,11.09,No,,12,499.05,744.4168734491316,Middle
CUST0311,Fatima Freeman,Jan-25,49,Taraba,Mobile SIM Card,Male,4,Very Good,45,3.2GB 2-Day Plan,1000,9,9000,78.03,No,,13,3511.35,113.88080475768696,Middle
CUST0312,Ejiro Barker,Feb-25,29,Kano,Broadband MiFi,Female,2,Fair,56,120GB Monthly Broadband Plan,24000,6,144000,106.55,No,,4,5966.8,1338.9121338912134,Young
CUST0312,Ejiro Barker,Feb-25,29,Kano,4G Router,Female,2,Fair,56,10GB+10mins Monthly Plan,4500,15,67500,100.38,No,,2,5621.28,665.8117971986585,Young
CUST0312,Ejiro Barker,Feb-25,29,Kano,5G Broadband Router,Female,2,Fair,56,30GB Monthly Broadband Plan,9000,17,153000,8.43,No,,15,472.08,16224.814422057265,Young
CUST0313,Maryam Hernandez,Feb-25,58,Yobe,5G Broadband Router,Female,1,Poor,48,120GB Monthly Broadband Plan,24000,17,408000,47.62,No,,4,2285.7599999999998,8391.608391608392,Mature
CUST0313,Maryam Hernandez,Feb-25,58,Yobe,Mobile SIM Card,Female,1,Poor,48,1GB+1.5mins Daily Plan,500,9,4500,162.47,No,,8,7798.5599999999995,27.52798678656634,Mature
CUST0314,Omamuzo King,Mar-25,19,Akwa Ibom,Mobile SIM Card,Male,4,Very Good,10,500MB Daily Plan,350,19,6650,83.76,No,,17,837.6,78.45681925436526,Very Young
CUST0315,Obinna Anderson,Feb-25,70,Abia,4G Router,Female,2,Fair,29,10GB+10mins Monthly Plan,4500,5,22500,86.3,No,,2,2502.7,257.7319587628866,Senior
CUST0315,Obinna Anderson,Feb-25,70,Abia,Broadband MiFi,Female,2,Fair,29,120GB Monthly Broadband Plan,24000,11,264000,183.46,No,,4,5320.34,1431.2045972026456,Senior
CUST0315,Obinna Anderson,Feb-25,70,Abia,Mobile SIM Card,Female,2,Fair,29,3.2GB 2-Day Plan,1000,4,4000,111.69,No,,13,3239.0099999999998,35.495607418581955,Senior
CUST0316,Shehu Rogers,Mar-25,56,Plateau,Mobile SIM Card,Male,4,Very Good,49,1GB+1.5mins Daily Plan,500,7,3500,30.82,No,,8,1510.18,109.99371464487743,Mature
CUST0316,Shehu Rogers,Mar-25,56,Plateau,5G Broadband Router,Male,4,Very Good,49,150GB FUP Monthly Unlimited,20000,1,20000,26.74,No,,5,1310.26,720.9805335255949,Mature
CUST0317,Zainab Shaw,Jan-25,45,Osun,4G Router,Male,3,Good,44,165GB Monthly Plan,35000,12,420000,142.55,Yes,Better Offers from Competitors,7,6272.200000000001,2925.809822361546,Middle
CUST0317,Zainab Shaw,Jan-25,45,Osun,5G Broadband Router,Male,3,Good,44,300GB FUP Monthly Unlimited,30000,16,480000,170.5,Yes,Better Offers from Competitors,14,7502.0,2798.8338192419824,Middle
CUST0318,John Martinez,Jan-25,33,Abuja (FCT),5G Broadband Router,Male,4,Very Good,15,450GB 3-Month Broadband Plan,75000,7,525000,44.9,No,,16,673.5,11437.908496732027,Young
CUST0319,Fatima Powell,Feb-25,24,Enugu,Mobile SIM Card,Female,3,Good,56,20GB Monthly Plan,7500,20,150000,155.35,No,,11,8699.6,959.3859929645027,Very Young
CUST0320,Omamuzo Perez,Jan-25,56,Kebbi,4G Router,Male,4,Very Good,34,165GB Monthly Plan,35000,2,70000,196.77,No,,7,6690.18,353.9465035141831,Mature
CUST0321,Omamuzo Schwartz,Feb-25,22,Benue,Mobile SIM Card,Female,3,Good,29,20GB Monthly Plan,7500,2,15000,59.24,No,,11,1717.96,249.003984063745,Very Young
CUST0321,Omamuzo Schwartz,Feb-25,22,Benue,Broadband MiFi,Female,3,Good,29,120GB Monthly Broadband Plan,24000,15,360000,180.78,No,,4,5242.62,1980.4158873363406,Very Young
CUST0322,Alabo Jackson,Feb-25,27,Zamfara,Broadband MiFi,Male,4,Very Good,12,60GB Monthly Broadband Plan,14500,7,101500,118.27,No,,18,1419.24,851.0103127358095,Very Young
CUST0322,Alabo Jackson,Feb-25,27,Zamfara,Mobile SIM Card,Male,4,Very Good,12,12.5GB Monthly Plan,5500,11,60500,18.49,No,,3,221.88,3104.1559774243206,Very Young
CUST0323,Amina Nguyen,Feb-25,31,Katsina,4G Router,Male,3,Good,46,165GB Monthly Plan,35000,6,210000,9.26,Yes,High Call Tarriffs,7,425.96,20467.83625730994,Young
CUST0323,Amina Nguyen,Feb-25,31,Katsina,Mobile SIM Card,Male,3,Good,46,7GB Monthly Plan,3500,5,17500,113.32,Yes,High Call Tarriffs,20,5212.719999999999,153.07907627711688,Young
CUST0324,Amina Taylor,Mar-25,34,Enugu,5G Broadband Router,Male,3,Good,27,300GB FUP Monthly Unlimited,30000,5,150000,23.95,No,,14,646.65,6012.024048096193,Young
CUST0324,Amina Taylor,Mar-25,34,Enugu,Mobile SIM Card,Male,3,Good,27,500MB Daily Plan,350,9,3150,1.2,No,,17,32.4,1431.8181818181818,Young
CUST0325,Tunde Terry,Jan-25,74,Yobe,4G Router,Female,5,Excellent,35,165GB Monthly Plan,35000,15,525000,91.02,No,,7,3185.7,5705.281460552054,Senior
CUST0326,Chinedu Krueger,Feb-25,16,Imo,Mobile SIM Card,Female,1,Poor,40,2.5GB 2-Day Plan,900,20,18000,133.57,Yes,Poor Network,9,5342.799999999999,133.75938173441332,Very Young
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,4G Router,Male,2,Fair,7,65GB Monthly Plan,16000,10,160000,19.08,Yes,Costly Data Plans,19,133.56,7968.127490039841,Mature
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,Mobile SIM Card,Male,2,Fair,7,7GB Monthly Plan,3500,13,45500,74.03,Yes,Costly Data Plans,20,518.21,606.4240970278555,Mature
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,5G Broadband Router,Male,2,Fair,7,150GB FUP Monthly Unlimited,20000,18,360000,151.81,Yes,Costly Data Plans,5,1062.67,2355.8667626464235,Mature
CUST0328,Kunle Liu,Mar-25,53,Taraba,4G Router,Male,3,Good,8,65GB Monthly Plan,16000,17,272000,22.31,No,,19,178.48,11668.81166881167,Middle
CUST0328,Kunle Liu,Mar-25,53,Taraba,5G Broadband Router,Male,3,Good,8,150GB FUP Monthly Unlimited,20000,20,400000,96.99,No,,5,775.92,4082.049188692724,Middle
CUST0328,Kunle Liu,Mar-25,53,Taraba,Broadband MiFi,Male,3,Good,8,300GB FUP Monthly Unlimited,30000,11,330000,85.7,No,,14,685.6,3806.2283737024222,Middle
CUST0329,Saidu Anderson,Feb-25,61,Borno,4G Router,Female,4,Very Good,34,10GB+10mins Monthly Plan,4500,1,4500,0.82,No,,2,27.88,2472.5274725274726,Mature
CUST0329,Saidu Anderson,Feb-25,61,Borno,5G Broadband Router,Female,4,Very Good,34,1.5TB Yearly Broadband Plan,150000,4,600000,125.28,No,,1,4259.52,4751.346214760849,Mature
CUST0329,Saidu Anderson,Feb-25,61,Borno,Mobile SIM Card,Female,4,Very Good,34,500MB Daily Plan,350,14,4900,160.01,No,,17,5440.34,30.432892366933732,Mature
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,5G Broadband Router,Female,1,Poor,36,120GB Monthly Broadband Plan,24000,18,432000,60.41,No,,4,2174.7599999999998,7034.684904738642,Very Young
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,4G Router,Female,1,Poor,36,25GB Monthly Plan,9000,4,36000,153.52,No,,12,5526.72,232.9795495728708,Very Young
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,Broadband MiFi,Female,1,Poor,36,300GB FUP Monthly Unlimited,30000,19,570000,68.6,No,,14,2469.6,8189.6551724137935,Very Young
CUST0331,Funke Francis,Mar-25,38,Benue,4G Router,Female,4,Very Good,54,165GB Monthly Plan,35000,15,525000,31.5,No,,7,1701.0,16153.846153846154,Young
CUST0332,David Ward,Jan-25,58,Sokoto,5G Broadband Router,Female,5,Excellent,60,60GB Monthly Broadband Plan,14500,11,159500,115.69,Yes,High Call Tarriffs,18,6941.4,1366.869483246208,Mature
CUST0332,David Ward,Jan-25,58,Sokoto,Mobile SIM Card,Female,5,Excellent,60,7GB Monthly Plan,3500,5,17500,13.71,Yes,High Call Tarriffs,20,822.6,1189.6668932698844,Mature
CUST0332,David Ward,Jan-25,58,Sokoto,Broadband MiFi,Female,5,Excellent,60,300GB FUP Monthly Unlimited,30000,11,330000,168.23,Yes,High Call Tarriffs,14,10093.8,1950.0088636766532,Mature
CUST0333,Omamuzo Miller,Jan-25,37,Jigawa,Broadband MiFi,Male,3,Good,39,60GB Monthly Broadband Plan,14500,8,116000,17.82,No,,18,694.98,6163.65568544102,Young
CUST0333,Omamuzo Miller,Jan-25,37,Jigawa,4G Router,Male,3,Good,39,25GB Monthly Plan,9000,10,90000,90.66,No,,12,3535.74,981.8895919703251,Young
CUST0334,Fatima Carter,Jan-25,54,Enugu,Broadband MiFi,Male,2,Fair,24,120GB Monthly Broadband Plan,24000,11,264000,31.24,No,,4,749.76,8188.5856079404475,Middle
CUST0334,Fatima Carter,Jan-25,54,Enugu,4G Router,Male,2,Fair,24,165GB Monthly Plan,35000,17,595000,146.62,No,,7,3518.88,4030.619157295759,Middle
CUST0335,Maryam Patterson,Feb-25,57,Plateau,Mobile SIM Card,Male,2,Fair,53,16.5GB+10mins Monthly Plan,6500,10,65000,23.61,No,,6,1251.33,2641.2027631044293,Mature
CUST0335,Maryam Patterson,Feb-25,57,Plateau,5G Broadband Router,Male,2,Fair,53,30GB Monthly Broadband Plan,9000,20,180000,137.57,No,,15,7291.21,1298.9824637367396,Mature
CUST0336,Chinedu Reynolds,Mar-25,58,Sokoto,4G Router,Male,1,Poor,7,10GB+10mins Monthly Plan,4500,9,40500,38.91,No,,2,272.37,1014.7832623402657,Mature
CUST0336,Chinedu Reynolds,Mar-25,58,Sokoto,Mobile SIM Card,Male,1,Poor,7,16.5GB+10mins Monthly Plan,6500,15,97500,64.17,No,,6,449.19,1496.087156667178,Mature
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,Broadband MiFi,Male,1,Poor,18,120GB Monthly Broadband Plan,24000,5,120000,64.04,No,,4,1152.72,1845.0184501845017,Middle
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,Mobile SIM Card,Male,1,Poor,18,1GB+1.5mins Daily Plan,500,6,3000,115.03,No,,8,2070.54,25.855382228733948,Middle
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,4G Router,Male,1,Poor,18,65GB Monthly Plan,16000,11,176000,62.62,No,,19,1127.1599999999999,2766.425652310594,Middle
CUST0338,David Crosby,Feb-25,72,Oyo,Mobile SIM Card,Male,1,Poor,2,20GB Monthly Plan,7500,20,150000,36.21,Yes,Poor Network,11,72.42,4031.1744154797098,Senior
CUST0339,Alabo Davis,Feb-25,61,Abia,4G Router,Female,5,Excellent,53,165GB Monthly Plan,35000,10,350000,19.9,Yes,Better Offers from Competitors,7,1054.6999999999998,16746.41148325359,Mature
CUST0339,Alabo Davis,Feb-25,61,Abia,Broadband MiFi,Female,5,Excellent,53,60GB Monthly Broadband Plan,14500,8,116000,94.37,Yes,Better Offers from Competitors,18,5001.610000000001,1216.3154031666143,Mature
CUST0340,Obinna Thomas,Mar-25,49,Gombe,Broadband MiFi,Female,3,Good,12,60GB Monthly Broadband Plan,14500,16,232000,23.02,No,,18,276.24,9658.617818484596,Middle
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,Broadband MiFi,Female,5,Excellent,39,300GB FUP Monthly Unlimited,30000,13,390000,106.78,Yes,Better Offers from Competitors,14,4164.42,3618.4820931527183,Young
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,4G Router,Female,5,Excellent,39,165GB Monthly Plan,35000,8,280000,48.1,Yes,Better Offers from Competitors,7,1875.9,5702.64765784114,Young
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,Mobile SIM Card,Female,5,Excellent,39,16.5GB+10mins Monthly Plan,6500,16,104000,32.22,Yes,Better Offers from Competitors,6,1256.58,3130.6441902468396,Young
CUST0342,Omamuzo Holmes,Feb-25,24,Bayelsa,4G Router,Male,4,Very Good,53,65GB Monthly Plan,16000,19,304000,148.0,No,,19,7844.0,2040.268456375839,Very Young
CUST0342,Omamuzo Holmes,Feb-25,24,Bayelsa,Broadband MiFi,Male,4,Very Good,53,60GB Monthly Broadband Plan,14500,20,290000,23.31,No,,18,1235.4299999999998,11929.247223364871,Very Young
CUST0343,Zina Diaz,Mar-25,57,Anambra,Mobile SIM Card,Female,4,Very Good,12,2.5GB 2-Day Plan,900,5,4500,18.56,Yes,Poor Network,9,222.71999999999997,230.06134969325154,Mature
CUST0343,Zina Diaz,Mar-25,57,Anambra,4G Router,Female,4,Very Good,12,65GB Monthly Plan,16000,5,80000,151.54,Yes,Poor Network,19,1818.48,524.4526025960404,Mature
CUST0343,Zina Diaz,Mar-25,57,Anambra,5G Broadband Router,Female,4,Very Good,12,1.5TB Yearly Broadband Plan,150000,13,1950000,106.49,Yes,Poor Network,1,1277.8799999999999,18141.22243929668,Mature
CUST0344,Alabo Baker,Mar-25,41,Ondo,Broadband MiFi,Female,4,Very Good,20,30GB Monthly Broadband Plan,9000,17,153000,122.49,No,,15,2449.7999999999997,1238.9667179528708,Young
CUST0344,Alabo Baker,Mar-25,41,Ondo,5G Broadband Router,Female,4,Very Good,20,450GB 3-Month Broadband Plan,75000,10,750000,169.6,No,,16,3392.0,4396.248534583822,Young
CUST0345,Sade Mercer,Mar-25,63,Oyo,4G Router,Male,1,Poor,46,165GB Monthly Plan,35000,13,455000,140.59,No,,7,6467.14,3213.503778515432,Mature
CUST0346,Ese Harper,Feb-25,64,Kebbi,Mobile SIM Card,Female,2,Fair,28,7GB Monthly Plan,3500,5,17500,168.07,No,,20,4705.96,103.50742296090377,Mature
CUST0347,Abubakar Mcknight,Jan-25,32,Borno,Mobile SIM Card,Male,2,Fair,5,3.2GB 2-Day Plan,1000,14,14000,27.88,No,,13,139.4,484.7645429362881,Young
CUST0347,Abubakar Mcknight,Jan-25,32,Borno,Broadband MiFi,Male,2,Fair,5,60GB Monthly Broadband Plan,14500,20,290000,178.77,No,,18,893.85,1613.1723869388663,Young
CUST0348,Boma Anderson,Feb-25,39,Sokoto,Mobile SIM Card,Female,4,Very Good,36,2.5GB 2-Day Plan,900,8,7200,115.8,No,,9,4168.8,61.64383561643836,Young
CUST0349,Michael Smith,Jan-25,50,Kogi,Broadband MiFi,Female,5,Excellent,3,60GB Monthly Broadband Plan,14500,3,43500,192.37,No,,18,577.11,224.9573356777163,Middle
CUST0349,Michael Smith,Jan-25,50,Kogi,5G Broadband Router,Female,5,Excellent,3,300GB FUP Monthly Unlimited,30000,17,510000,146.17,No,,14,438.51,3465.3801725895228,Middle
CUST0350,Zainab Compton,Jan-25,75,Bauchi,Broadband MiFi,Male,2,Fair,34,120GB Monthly Broadband Plan,24000,11,264000,11.03,No,,4,375.02,21945.137157107234,Senior
CUST0350,Zainab Compton,Jan-25,75,Bauchi,5G Broadband Router,Male,2,Fair,34,30GB Monthly Broadband Plan,9000,17,153000,94.04,No,,15,3197.36,1609.8484848484848,Senior
CUST0350,Zainab Compton,Jan-25,75,Bauchi,4G Router,Male,2,Fair,34,165GB Monthly Plan,35000,11,385000,115.01,No,,7,3910.34,3318.67942418757,Senior
CUST0351,Ibim Mills,Jan-25,61,Cross River,5G Broadband Router,Female,5,Excellent,11,300GB FUP Monthly Unlimited,30000,10,300000,114.79,No,,14,1262.69,2590.8973141031174,Mature
CUST0351,Ibim Mills,Jan-25,61,Cross River,Broadband MiFi,Female,5,Excellent,11,120GB Monthly Broadband Plan,24000,16,384000,5.95,No,,4,65.45,55251.79856115108,Mature
CUST0351,Ibim Mills,Jan-25,61,Cross River,4G Router,Female,5,Excellent,11,65GB Monthly Plan,16000,3,48000,25.8,No,,19,283.8,1791.044776119403,Mature
CUST0352,Zainab Rivera,Mar-25,48,Borno,4G Router,Female,1,Poor,18,165GB Monthly Plan,35000,6,210000,74.27,No,,7,1336.86,2789.9561578318057,Middle
CUST0352,Zainab Rivera,Mar-25,48,Borno,5G Broadband Router,Female,1,Poor,18,120GB Monthly Broadband Plan,24000,8,192000,156.61,No,,4,2818.9800000000005,1218.1968149229108,Middle
CUST0352,Zainab Rivera,Mar-25,48,Borno,Broadband MiFi,Female,1,Poor,18,60GB Monthly Broadband Plan,14500,17,246500,36.57,No,,18,658.26,6561.085972850678,Middle
CUST0353,Bola Patterson,Feb-25,59,Katsina,Mobile SIM Card,Male,4,Very Good,39,12.5GB Monthly Plan,5500,6,33000,145.34,No,,3,5668.26,225.50225502255023,Mature
CUST0353,Bola Patterson,Feb-25,59,Katsina,Broadband MiFi,Male,4,Very Good,39,150GB FUP Monthly Unlimited,20000,12,240000,115.76,No,,5,4514.64,2055.498458376156,Mature
CUST0354,Sade Brown,Feb-25,49,Delta,4G Router,Male,4,Very Good,11,165GB Monthly Plan,35000,5,175000,95.18,No,,7,1046.98,1819.5050946142649,Middle
